run_id,treat_none,treat_all,random,score,causal
265,45813,54764,46681,48427,49467
266,45737,54553,46609,48338,49469
267,45781,54483,46616,48376,49529
268,45680,54418,46631,48267,49494
269,45748,54311,46614,48412,49507
270,45655,54793,46577,48303,49391
271,45760,54631,46616,48376,49570
272,45506,54472,46434,48185,49251
273,45601,54578,46543,48290,49399
274,45724,54638,46621,48315,49409
275,45593,54343,46391,48153,49327
276,45540,54427,46484,48168,49247
277,45647,54613,46537,48302,49429
278,45472,54455,46366,48128,49186
279,45958,54872,46838,48593,49751
280,45845,54744,46776,48491,49575
281,45547,54345,46399,48186,49286
282,45678,54580,46612,48329,49451
283,45720,54570,46650,48365,49442
284,45725,54491,46584,48263,49463
285,45788,54492,46686,48421,49437
286,45913,54570,46846,48612,49648
287,45809,54789,46704,48446,49562
288,45538,54470,46391,48226,49343
289,45672,54430,46622,48251,49362
290,45809,54814,46717,48447,49567
291,45627,54616,46517,48327,49372
292,46125,54903,47027,48752,49870
293,45720,54606,46580,48265,49491
294,45751,54747,46701,48488,49579
295,45786,54742,46717,48362,49573
296,45737,54880,46696,48366,49470
297,45693,54514,46609,48370,49505
298,45965,55000,46928,48635,49701
299,45632,54515,46581,48248,49340
300,45735,54533,46597,48362,49504
301,45782,54801,46755,48450,49638
302,45720,54647,46581,48361,49491
303,45483,54519,46398,48213,49299
304,45454,54380,46395,48139,49166
305,45857,54684,46724,48543,49621
306,45997,54969,46830,48647,49783
307,45861,54637,46762,48463,49568
308,45705,54429,46490,48237,49402
309,45845,54766,46775,48430,49484
310,45797,54518,46628,48429,49468
311,45603,54336,46451,48193,49248
312,45528,54626,46432,48222,49288
313,45789,54629,46721,48426,49513
314,45712,54678,46651,48382,49498
315,45812,54632,46719,48401,49523
316,45886,54685,46735,48461,49589
317,45551,54364,46443,48116,49227
318,45751,54554,46714,48331,49508
319,45853,54571,46723,48436,49555
320,45700,54871,46664,48419,49550
321,45699,54647,46567,48264,49436
322,45868,54687,46749,48501,49679
323,45524,54546,46395,48113,49217
324,45781,54651,46666,48396,49464
325,45778,54745,46675,48402,49535
326,45990,54889,46890,48634,49737
327,45723,54719,46611,48366,49440
328,45612,54557,46477,48295,49374
329,45734,54655,46664,48334,49506
330,45462,54437,46348,48107,49187
331,45576,54570,46502,48207,49302
332,45644,54303,46524,48207,49367
333,45817,54618,46638,48433,49499
334,45576,54526,46491,48250,49335
335,45880,54736,46776,48448,49614
336,45606,54444,46519,48182,49342
337,45737,54664,46583,48347,49484
338,45563,54482,46413,48250,49311
339,45509,54600,46402,48146,49337
340,45437,54434,46353,48067,49214
341,45642,54680,46562,48310,49504
342,45816,54721,46731,48441,49564
343,45531,54564,46402,48195,49234
344,45675,54553,46573,48329,49411
345,45508,54315,46334,48075,49229
346,45665,54624,46550,48276,49404
347,45680,54623,46526,48317,49371
348,45692,54467,46562,48294,49429
349,45719,54546,46538,48344,49435
